season,week,player_display_name,team_abbr,efficiency,rush_attempts,rush_yards,rush_touchdowns,player_gsis_id
2016,0,Latavius Murray,LV,3.9130710659898496,195,788,12,00-0030513
2016,0,Tim Hightower,NO,3.7370437956204388,133,548,4,00-0026289
2016,0,Matt Asiata,MIN,3.9994527363184083,121,402,6,00-0028198
2016,0,David Johnson,ARI,3.8692009685230007,293,1239,16,00-0032187
2016,0,Jonathan Stewart,CAR,4.379927184466017,218,824,9,00-0026153
2016,0,Jay Ajayi,MIA,3.907610062893079,260,1272,8,00-0031590
2016,0,LeSean McCoy,BUF,3.9576400947119184,234,1267,13,00-0027029
2016,0,Paul Perkins,NYG,3.6825657894736845,112,456,0,00-0032417
2016,0,C.J. Anderson,DEN,4.113478260869565,110,437,4,00-0029854
2016,0,LeGarrette Blount,NE,4.074013781223085,299,1161,18,00-0027325
2016,0,Carlos Hyde,SF,3.8389676113360323,217,988,6,00-0031045
2016,0,Bilal Powell,NYJ,3.2576038781163428,131,722,3,00-0028064
2016,0,Rashad Jennings,NYG,4.270439189189188,180,592,3,00-0027155
2016,0,Jeremy Hill,CIN,4.382038140643623,222,839,9,00-0031301
2016,0,Doug Martin,TB,5.17163895486936,144,421,3,00-0029613
2016,0,Melvin Gordon,LAC,4.083901705115347,254,997,10,00-0032144
2016,0,Jerick McKinnon,MIN,4.868923933209649,159,539,2,00-0031376
2016,0,Devonta Freeman,ATL,4.047340129749766,227,1079,11,00-0031285
2016,0,Devontae Booker,DEN,4.505098039215685,174,612,4,00-0032972
2016,0,Dwayne Washington,DET,5.35436090225564,90,266,1,00-0032450
2016,0,Giovani Bernard,CIN,4.864451038575669,91,337,2,00-0030456
2016,0,T.J. Yeldon,JAX,4.520668103448276,130,464,1,00-0032209
2016,0,Kenneth Dixon,BAL,4.0829319371727735,88,382,2,00-0032411
2016,0,Mark Ingram,NO,3.456490891658675,205,1043,6,00-0027966
2016,0,Matt Forte,NYJ,4.2107011070110705,218,813,7,00-0026184
2016,0,Charcandrick West,KC,4.90839590443686,88,293,1,00-0030668
2016,0,Tevin Coleman,ATL,4.342923076923077,118,520,8,00-0032058
2016,0,DeAndre Washington,LV,3.1377730192719486,87,467,2,00-0032940
2016,0,Isaiah Crowell,CLE,3.481114616193482,197,951,7,00-0030656
2016,0,Ezekiel Elliott,DAL,3.6513059472716125,322,1631,15,00-0033045
2016,0,Le'Veon Bell,PIT,3.9478785488958983,261,1268,7,00-0030496
2016,0,Jacquizz Rodgers,TB,3.6650178571428587,129,560,2,00-0028083
2016,0,Terrance West,BAL,4.142441860465115,193,774,5,00-0031375
2016,0,Todd Gurley,LAR,4.7833785310734465,278,885,6,00-0032241
2016,0,Darren Sproles,PHI,3.9798858447488596,94,438,2,00-0023564
2016,0,DeAngelo Williams,PIT,4.957172011661808,98,343,4,00-0024242
2016,0,Chris Ivory,JAX,4.812850574712643,118,435,3,00-0027531
2016,0,Jordan Howard,CHI,3.6166412795125655,252,1313,6,00-0032780
2016,0,DeMarco Murray,TEN,4.187264224473889,293,1283,9,00-0028009
2016,0,Matt Jones,WAS,3.8946086956521753,99,460,3,00-0031939
2016,0,Theo Riddick,DET,4.525714285714286,92,357,1,00-0030107
2016,0,Frank Gore,IND,3.7029941291585113,263,1022,4,00-0023500
2016,0,Alfred Blue,HOU,3.7713333333333328,100,420,1,00-0031075
2016,0,Justin Forsett,DEN,5.292508591065293,87,291,1,00-0026373
2016,0,Ryan Mathews,PHI,4.391981845688351,155,661,8,00-0027864
2016,0,Zach Zenner,DET,3.984161676646706,88,334,4,00-0031665
2016,0,Lamar Miller,HOU,4.0273477038425485,267,1067,5,00-0029615
2016,0,Thomas Rawls,SEA,4.920143266475645,109,349,3,00-0031897
2016,0,Spencer Ware,KC,3.966449511400651,214,921,3,00-0030414
2016,0,Christine Michael,GB,4.576466552315609,148,583,7,00-0030432
2016,0,Mike Gillislee,BUF,3.451594454072792,101,577,8,00-0030433
2016,0,Derrick Henry,TEN,4.1207346938775515,110,490,5,00-0032764
2016,0,Rob Kelley,WAS,4.077017045454546,168,704,6,00-0032371
2016,1,LeSean McCoy,BUF,5.544655172413794,16,58,1,00-0027029
2016,1,Melvin Gordon,LAC,3.7077192982456135,14,57,2,00-0032144
2016,1,Doug Martin,TB,4.393709677419355,18,62,0,00-0029613
2016,1,Mark Ingram,NO,3.3375862068965523,12,58,0,00-0027966
2016,1,Isaiah Crowell,CLE,2.9188524590163936,11,61,1,00-0030656
2016,1,Arian Foster,MIA,6.097631578947369,13,38,0,00-0026796
2016,1,Rashad Jennings,NYG,3.692133333333333,18,75,0,00-0027155
2016,1,Frank Gore,IND,3.3574576271186443,14,59,0,00-0023500
2016,1,Jeremy Langford,CHI,4.972982456140351,17,57,1,00-0031569
2016,1,C.J. Anderson,DEN,3.6868478260869573,20,92,1,00-0029854
2016,1,Ryan Mathews,PHI,4.936103896103895,22,77,1,00-0027864
2016,1,Ameer Abdullah,DET,4.163333333333334,12,63,0,00-0032104
2016,1,T.J. Yeldon,JAX,7.384358974358975,21,39,1,00-0032209
2016,1,Todd Gurley,LAR,6.484255319148936,17,47,0,00-0032241
2016,1,Matt Forte,NYJ,3.600625000000001,22,96,0,00-0026184
2016,1,LeGarrette Blount,NE,4.776999999999999,22,70,1,00-0027325
2016,1,Christine Michael,SEA,3.8610606060606063,15,66,0,00-0030432
2016,1,Carlos Hyde,SF,4.295909090909091,23,88,2,00-0031045
2016,1,Thomas Rawls,SEA,5.4821875,12,32,0,00-0031897
2016,1,Latavius Murray,LV,3.5084745762711864,14,59,1,00-0030513
2016,1,Eddie Lacy,GB,3.939508196721312,14,61,0,00-0030485
2016,1,Danny Woodhead,LAC,2.6231460674157305,16,89,0,00-0026019
2016,1,David Johnson,ARI,3.1079775280898883,16,89,1,00-0032187
2016,1,Spencer Ware,KC,3.5152857142857137,11,70,1,00-0030414
2016,1,Ezekiel Elliott,DAL,5.6121568627450955,20,51,1,00-0033045
2016,1,Devonta Freeman,ATL,9.6745,11,20,0,00-0031285
2016,1,Terrance West,BAL,5.881875000000001,12,32,0,00-0031375
2016,1,Lamar Miller,HOU,4.1836792452830185,28,106,0,00-0029615
2016,1,DeMarco Murray,TEN,5.156428571428571,13,42,0,00-0028009
2016,1,DeAngelo Williams,PIT,3.31090909090909,26,143,2,00-0024242
2016,1,Justin Forsett,BAL,4.389268292682927,10,41,0,00-0026373
2016,1,Adrian Peterson,MIN,8.301935483870968,19,31,0,00-0025394
2016,1,Jonathan Stewart,CAR,3.6948437500000004,15,64,0,00-0026153
2016,2,Todd Gurley,LAR,5.5858823529411765,19,51,0,00-0032241
2016,2,Spencer Ware,KC,4.155087719298245,10,57,0,00-0030414
2016,2,Melvin Gordon,LAC,3.942352941176471,24,102,1,00-0032144
2016,2,C.J. Anderson,DEN,4.410135135135134,20,74,1,00-0029854
2016,2,Isaiah Crowell,CLE,2.763984962406015,18,133,1,00-0030656
2016,2,Frank Gore,IND,3.809090909090909,13,44,0,00-0023500
2016,2,Eddie Lacy,GB,4.3594,12,50,0,00-0030485
2016,2,DeAngelo Williams,PIT,6.0638297872340425,32,94,0,00-0024242
2016,2,Christine Michael,SEA,3.3131666666666666,10,60,0,00-0030432
2016,2,Justin Forsett,BAL,6.354324324324325,14,37,0,00-0026373
2016,2,DeMarco Murray,TEN,2.7488764044943834,12,89,0,00-0028009
2016,2,Jeremy Langford,CHI,5.723214285714286,11,28,1,00-0031569
2016,2,Fozzy Whittaker,CAR,3.2209000000000003,16,100,0,00-0029731
2016,2,Ezekiel Elliott,DAL,4.206867469879518,21,83,1,00-0033045
2016,2,Adrian Peterson,MIN,8.341578947368422,12,19,0,00-0025394
2016,2,Devonta Freeman,ATL,3.2877419354838713,17,93,0,00-0031285
2016,2,Matt Forte,NYJ,4.5828999999999995,30,100,3,00-0026184
2016,2,Rashad Jennings,NYG,5.81923076923077,12,26,0,00-0027155
2016,2,Darren Sproles,PHI,5.4185,12,40,0,00-0023564
2016,2,Theo Riddick,DET,4.191081081081081,11,37,0,00-0030107
2016,2,LeGarrette Blount,NE,3.716178861788618,29,123,1,00-0027325
2016,2,Lamar Miller,HOU,4.178181818181819,24,77,0,00-0029615
2016,2,LeSean McCoy,BUF,4.48271186440678,15,59,0,00-0027029
2016,2,Terrance West,BAL,4.689047619047618,11,42,0,00-0031375
2016,2,Carlos Hyde,SF,7.5397058823529415,14,34,0,00-0031045
2016,2,David Johnson,ARI,5.030444444444446,12,45,0,00-0032187
2016,2,Jeremy Hill,CIN,6.513636363636363,11,22,0,00-0031301
2016,2,Chris Johnson,ARI,4.591296296296297,16,54,1,00-0026164
2016,2,Shane Vereen,NYG,3.667142857142858,14,42,0,00-0027994
2016,2,Tevin Coleman,ATL,4.069347826086957,12,46,1,00-0032058
2016,2,Matt Jones,WAS,3.873442622950819,13,61,1,00-0031939
2016,3,Ezekiel Elliott,DAL,4.163142857142857,30,140,0,00-0033045
2016,3,Matt Forte,NYJ,3.974153846153846,15,65,0,00-0026184
2016,3,Isaiah Crowell,CLE,3.074177215189873,15,79,0,00-0030656
2016,3,Jeremy Hill,CIN,3.0330927835051544,17,97,2,00-0031301
2016,3,C.J. Anderson,DEN,5.347297297297298,14,37,0,00-0029854
2016,3,Orleans Darkwa,NYG,2.8647169811320756,10,53,1,00-0030860
2016,3,Spencer Ware,KC,4.9692,20,75,0,00-0030414
2016,3,Chris Ivory,JAX,12.867142857142857,12,14,0,00-0027531
2016,3,Christine Michael,SEA,3.646603773584906,20,106,2,00-0030432
2016,3,Latavius Murray,LV,4.317837837837837,10,37,1,00-0030513
2016,3,Wendell Smallwood,PHI,4.069493670886075,17,79,1,00-0032782
2016,3,Tevin Coleman,ATL,5.511666666666666,12,42,3,00-0032058
2016,3,Todd Gurley,LAR,4.641294117647059,27,85,2,00-0032241
2016,3,Terrance West,BAL,3.406000000000001,10,45,0,00-0031375
2016,3,Derrick Henry,TEN,3.8846666666666674,10,45,0,00-0032764
2016,3,LeSean McCoy,BUF,3.432818181818182,17,110,2,00-0027029
2016,3,DeMarco Murray,TEN,3.0593859649122805,16,114,1,00-0028009
2016,3,Matt Jones,WAS,4.243692307692308,17,65,0,00-0031939
2016,3,Charles Sims,TB,4.161636363636364,13,55,1,00-0031390
2016,3,Shane Vereen,NYG,2.3920895522388053,11,67,1,00-0027994
2016,3,Melvin Gordon,LAC,5.940857142857142,16,35,1,00-0032144
2016,3,Lamar Miller,HOU,3.8721250000000014,21,80,0,00-0029615
2016,3,Devonta Freeman,ATL,2.7513157894736837,14,152,0,00-0031285
2016,3,LeGarrette Blount,NE,3.183619047619048,24,105,2,00-0027325
2016,3,Dwayne Washington,DET,5.364999999999999,10,38,0,00-0032450
2016,3,David Johnson,ARI,4.171807228915664,19,83,2,00-0032187
2016,3,Carlos Hyde,SF,3.5498058252427183,21,103,2,00-0031045
2016,3,Frank Gore,IND,3.661951219512196,21,82,1,00-0023500
2016,3,Theo Riddick,DET,14.507777777777777,10,9,0,00-0030107
2016,3,Duke Johnson,CLE,2.7527536231884056,10,69,0,00-0032257
2016,3,Cameron Artis-Payne,CAR,4.051489361702127,12,47,0,00-0031599
2016,3,Eddie Lacy,GB,3.544174757281553,17,103,0,00-0030485
2016,3,Mark Ingram,NO,3.1045454545454545,15,77,0,00-0027966
2016,3,Jerick McKinnon,MIN,5.824222222222223,16,45,0,00-0031376
2016,4,Matt Forte,NYJ,6.804444444444444,14,27,0,00-0026184
2016,4,Mark Ingram,NO,5.188928571428572,18,56,1,00-0027966
2016,4,Jordan Howard,CHI,3.9633333333333334,23,111,0,00-0032780
2016,4,Orleans Darkwa,NYG,3.908541666666667,12,48,1,00-0030860
2016,4,Carlos Hyde,SF,3.926891891891891,15,74,1,00-0031045
2016,4,Devonta Freeman,ATL,4.080175438596491,13,57,1,00-0031285
2016,4,LeSean McCoy,BUF,5.787000000000001,19,70,0,00-0027029
2016,4,Jerick McKinnon,MIN,3.9681176470588233,18,85,1,00-0031376
2016,4,Giovani Bernard,CIN,7.757222222222223,10,18,0,00-0030456
2016,4,Todd Gurley,LAR,7.075757575757576,19,33,0,00-0032241
2016,4,LeGarrette Blount,NE,4.061111111111111,13,54,0,00-0027325
2016,4,Christine Michael,SEA,5.7203448275862065,18,58,0,00-0030432
2016,4,Le'Veon Bell,PIT,2.512847222222222,18,144,0,00-0030496
2016,4,David Johnson,ARI,3.722650602409638,17,83,0,00-0032187
2016,4,Melvin Gordon,LAC,7.312777777777779,19,36,2,00-0032144
2016,4,Terrance West,BAL,3.3430088495575214,21,113,1,00-0031375
2016,4,Spencer Ware,KC,3.106707317073171,13,82,0,00-0030414
2016,4,Theo Riddick,DET,5.491290322580645,11,31,0,00-0030107
2016,4,Ezekiel Elliott,DAL,2.8105072463768113,23,138,1,00-0033045
2016,4,Lamar Miller,HOU,4.03719512195122,19,82,0,00-0029615
2016,4,Charles Sims,TB,8.634285714285715,15,28,0,00-0031390
2016,4,Jeremy Hill,CIN,6.054225352112676,21,71,0,00-0031301
2016,4,T.J. Yeldon,JAX,3.6240845070422534,14,71,0,00-0032209
2016,4,C.J. Anderson,DEN,5.590204081632654,19,49,1,00-0029854
2016,4,DeMarco Murray,TEN,4.585894736842104,25,95,2,00-0028009
2016,4,Frank Gore,IND,3.6366176470588236,16,68,1,00-0023500
2016,4,Isaiah Crowell,CLE,2.6243333333333334,16,120,1,00-0030656
2016,4,Matt Jones,WAS,3.8199145299145294,22,117,1,00-0031939
2016,5,James Starks,GB,7.300909090909091,12,33,0,00-0027791
2016,5,Frank Gore,IND,2.9951999999999996,14,75,0,00-0023500
2016,5,Todd Gurley,LAR,4.892222222222222,23,72,1,00-0032241
2016,5,C.J. Anderson,DEN,4.2629268292682925,11,41,0,00-0029854
2016,5,Terrance West,BAL,2.6026315789473684,11,95,0,00-0031375
2016,5,Matt Jones,WAS,6.3183870967741935,14,31,0,00-0031939
2016,5,Le'Veon Bell,PIT,5.234393939393939,20,66,0,00-0030496
2016,5,LeGarrette Blount,NE,6.796486486486487,18,37,1,00-0027325
2016,5,Matt Asiata,MIN,3.1834545454545453,14,55,1,00-0028198
2016,5,Eddie Lacy,GB,3.1916049382716056,11,81,0,00-0030485
2016,5,Isaiah Crowell,CLE,8.65181818181818,13,22,0,00-0030656
2016,5,Cameron Artis-Payne,CAR,3.7355294117647055,18,85,2,00-0031599
2016,5,Ezekiel Elliott,DAL,2.6814179104477613,15,134,2,00-0033045
2016,5,Jay Ajayi,MIA,5.407380952380952,13,42,1,00-0031590
2016,5,Melvin Gordon,LAC,4.10840579710145,16,69,0,00-0032144
2016,5,Ryan Mathews,PHI,4.403571428571429,11,42,0,00-0027864
2016,5,DeMarco Murray,TEN,4.080330578512397,27,121,0,00-0028009
2016,5,David Johnson,ARI,3.179936305732484,27,157,2,00-0032187
2016,5,Matt Forte,NYJ,3.690188679245283,12,53,0,00-0026184
2016,5,Carlos Hyde,SF,4.17076923076923,22,78,1,00-0031045
2016,5,Jerick McKinnon,MIN,8.361666666666666,20,36,0,00-0031376
2016,5,Jacquizz Rodgers,TB,4.724257425742574,30,101,0,00-0028083
2016,5,Jordan Howard,CHI,3.0176271186440684,16,118,0,00-0032780
2016,5,LeSean McCoy,BUF,2.7880000000000003,18,150,0,00-0027029
2016,5,Theo Riddick,DET,4.153673469387756,11,49,0,00-0030107
2016,5,Devonta Freeman,ATL,4.599886363636363,23,88,1,00-0031285
2016,6,Todd Gurley,LAR,3.3424137931034483,14,58,0,00-0032241
2016,6,Spencer Ware,KC,2.716870229007633,24,131,1,00-0030414
2016,6,Terrance West,BAL,4.505862068965518,23,87,2,00-0031375
2016,6,LeSean McCoy,BUF,3.2651428571428576,19,140,3,00-0027029
2016,6,LeGarrette Blount,NE,4.4752,13,50,1,00-0027325
2016,6,C.J. Anderson,DEN,4.521081081081081,10,37,0,00-0029854
2016,6,Le'Veon Bell,PIT,3.4430188679245286,10,53,0,00-0030496
2016,6,DeMarco Murray,TEN,5.820461538461538,21,65,1,00-0028009
2016,6,Melvin Gordon,LAC,4.597021276595744,27,94,0,00-0032144
2016,6,Devonta Freeman,ATL,5.310499999999999,12,40,0,00-0031285
2016,6,Jonathan Stewart,CAR,3.6859999999999995,19,85,2,00-0026153
2016,6,Lamar Miller,HOU,3.3845637583892616,24,149,1,00-0029615
2016,6,Chris Ivory,JAX,5.568125,11,32,1,00-0027531
2016,6,Zach Zenner,DET,4.282241379310345,14,58,0,00-0031665
2016,6,Matt Jones,WAS,2.8223703703703698,16,135,1,00-0031939
2016,6,Eddie Lacy,GB,5.119538461538462,17,65,0,00-0030485
2016,6,DeAndre Washington,LV,2.880816326530612,10,49,0,00-0032940
2016,6,David Johnson,ARI,2.3819819819819816,22,111,3,00-0032187
2016,6,Christine Michael,SEA,4.673593749999999,18,64,2,00-0030432
2016,6,Carlos Hyde,SF,4.3425,14,52,0,00-0031045
2016,6,Ezekiel Elliott,DAL,3.3413375796178353,28,157,0,00-0033045
2016,6,Giovani Bernard,CIN,4.754897959183673,15,49,0,00-0030456
2016,6,Mark Ingram,NO,5.144117647058824,16,51,0,00-0027966
2016,6,Jeremy Hill,CIN,4.447368421052632,13,38,0,00-0031301
2016,6,Jay Ajayi,MIA,2.6647058823529406,25,204,2,00-0031590
2016,6,Jordan Howard,CHI,7.17029411764706,15,34,1,00-0032780
2016,6,Frank Gore,IND,3.1175471698113206,22,106,0,00-0023500
2016,7,Jacquizz Rodgers,TB,2.921103896103896,26,154,0,00-0028083
2016,7,Melvin Gordon,LAC,4.521029411764706,22,68,2,00-0032144
2016,7,Ka'Deem Carey,CHI,3.8599999999999994,10,48,0,00-0031057
2016,7,David Johnson,ARI,4.355309734513274,33,113,0,00-0032187
2016,7,Frank Gore,IND,4.022931034482759,17,58,0,00-0023500
2016,7,C.J. Anderson,DEN,2.9740186915887854,16,107,1,00-0029854
2016,7,Spencer Ware,KC,4.515324675324676,17,77,0,00-0030414
2016,7,Matt Asiata,MIN,3.410909090909092,12,55,0,00-0028198
2016,7,LeGarrette Blount,NE,3.21503937007874,24,127,2,00-0027325
2016,7,Alfred Blue,HOU,3.287301587301587,11,63,0,00-0031075
2016,7,Devontae Booker,DEN,3.318072289156627,17,83,1,00-0032972
2016,7,Todd Gurley,LAR,4.4001754385964915,15,57,0,00-0032241
2016,7,Lamar Miller,HOU,3.4395081967213126,11,61,0,00-0029615
2016,7,Giovani Bernard,CIN,4.0665,17,80,1,00-0030456
2016,7,Jerick McKinnon,MIN,4.043720930232559,11,43,0,00-0031376
2016,7,Latavius Murray,LV,4.5240677966101694,18,59,2,00-0030513
2016,7,Ryan Mathews,PHI,5.147142857142856,14,56,0,00-0027864
2016,7,Mark Ingram,NO,4.307096774193549,16,62,0,00-0027966
2016,7,Chris Thompson,WAS,3.6845205479452057,12,73,0,00-0030404
2016,7,Matt Jones,WAS,4.75962962962963,10,27,0,00-0031939
2016,7,Matt Forte,NYJ,4.9436,30,100,1,00-0026184
2016,7,Christine Michael,SEA,4.8555769230769235,16,52,0,00-0030432
2016,7,Devonta Freeman,ATL,4.8018965517241385,15,58,0,00-0031285
2016,7,Rashad Jennings,NYG,6.1568000000000005,13,25,1,00-0027155
2016,7,Isaiah Crowell,CLE,3.187936507936508,12,63,1,00-0030656
2016,7,Jay Ajayi,MIA,2.685140186915888,28,214,1,00-0031590
2016,7,Peyton Barber,TB,2.6175000000000006,12,84,1,00-0032741
2016,7,DeMarco Murray,TEN,4.61126213592233,25,103,1,00-0028009
2016,7,Le'Veon Bell,PIT,5.001358024691357,21,81,0,00-0030496
2016,7,DuJuan Harris,SF,5.465128205128205,11,39,0,00-0028409
2016,8,Matt Asiata,MIN,4.308571428571428,14,42,0,00-0028198
2016,8,Christine Michael,SEA,4.1857500000000005,10,40,1,00-0030432
2016,8,Lamar Miller,HOU,5.276964285714285,17,56,1,00-0029615
2016,8,Ezekiel Elliott,DAL,3.8083333333333336,22,96,0,00-0033045
2016,8,Darren Sproles,PHI,3.7780232558139524,15,86,0,00-0023564
2016,8,Mike Gillislee,BUF,2.989411764705882,12,85,1,00-0030433
2016,8,Rob Kelley,WAS,4.140114942528736,21,87,1,00-0032371
2016,8,DeMarco Murray,TEN,4.285691056910569,21,123,1,00-0028009
2016,8,Charcandrick West,KC,4.678846153846154,14,52,0,00-0030668
2016,8,Isaiah Crowell,CLE,4.6241379310344835,11,29,1,00-0030656
2016,8,David Johnson,ARI,6.7804166666666665,10,24,0,00-0032187
2016,8,Jacquizz Rodgers,TB,4.116811594202899,19,69,1,00-0028083
2016,8,Tim Hightower,NO,3.7567647058823526,26,102,0,00-0026289
2016,8,Devonta Freeman,ATL,5.548000000000002,11,35,1,00-0031285
2016,8,Jordan Howard,CHI,3.312287581699347,26,153,1,00-0032780
2016,8,Giovani Bernard,CIN,4.309615384615385,11,52,1,00-0030456
2016,8,Theo Riddick,DET,4.449285714285714,11,56,0,00-0030107
2016,8,Derrick Henry,TEN,4.8035,16,60,1,00-0032764
2016,8,Devontae Booker,DEN,5.049444444444442,19,54,1,00-0032972
2016,8,Jonathan Stewart,CAR,3.998526315789473,25,95,2,00-0026153
2016,8,Melvin Gordon,LAC,3.7100000000000017,23,111,0,00-0032144
2016,8,Latavius Murray,LV,3.6906249999999994,11,48,0,00-0030513
2016,8,LeGarrette Blount,NE,5.825813953488373,18,43,1,00-0027325
2016,8,Jeremy Hill,CIN,4.2993421052631575,20,76,1,00-0031301
2016,8,Matt Forte,NYJ,4.849634146341463,25,82,2,00-0026184
2016,9,Darren Sproles,PHI,4.343333333333333,13,57,0,00-0023564
2016,9,Dwayne Washington,DET,6.360000000000001,10,27,0,00-0032450
2016,9,Jay Ajayi,MIA,3.8488288288288293,24,111,1,00-0031590
2016,9,Ezekiel Elliott,DAL,4.313260869565218,18,92,2,00-0033045
2016,9,Matt Forte,NYJ,2.3895652173913042,12,92,1,00-0026184
2016,9,Mark Ingram,NO,2.001898734177215,15,158,1,00-0027966
2016,9,Devontae Booker,DEN,5.312727272727273,10,22,0,00-0032972
2016,9,DeMarco Murray,TEN,4.5154901960784315,14,51,1,00-0028009
2016,9,Charcandrick West,KC,5.280256410256411,13,39,0,00-0030668
2016,9,Rashad Jennings,NYG,5.285000000000001,11,26,0,00-0027155
2016,9,Paul Perkins,NYG,4.6396875,11,32,0,00-0032417
2016,9,Devonta Freeman,ATL,4.1620779220779225,17,77,0,00-0031285
2016,9,Peyton Barber,TB,5.3587096774193546,11,31,0,00-0032741
2016,9,Theo Riddick,DET,4.014142857142858,14,70,0,00-0030107
2016,9,Le'Veon Bell,PIT,6.690312499999999,14,32,0,00-0030496
2016,9,LeSean McCoy,BUF,4.957176470588236,21,85,0,00-0027029
2016,9,Frank Gore,IND,5.107500000000001,19,60,2,00-0023500
2016,9,DeAndre Washington,LV,4.205142857142857,10,35,0,00-0032940
2016,9,Tim Hightower,NO,3.67632183908046,23,87,1,00-0026289
2016,9,Terrance West,BAL,10.264285714285718,15,21,0,00-0031375
2016,9,Chris Ivory,JAX,3.2323364485981316,18,107,0,00-0027531
2016,9,Alfred Morris,DAL,5.544642857142856,17,56,0,00-0029141
2016,9,Jonathan Stewart,CAR,6.130238095238094,15,42,0,00-0026153
2016,9,Todd Gurley,LAR,3.963749999999999,12,48,0,00-0032241
2016,9,Latavius Murray,LV,3.2753508771929822,20,114,3,00-0030513
2016,9,DuJuan Harris,SF,2.9091525423728815,10,59,0,00-0028409
2016,9,Melvin Gordon,LAC,2.661326530612245,32,196,1,00-0032144
2016,10,Le'Veon Bell,PIT,5.413333333333332,17,57,1,00-0030496
2016,10,Devontae Booker,DEN,5.0160526315789475,24,76,0,00-0032972
2016,10,Terrance West,BAL,4.022769230769231,21,65,0,00-0031375
2016,10,C.J. Prosise,SEA,4.770151515151514,17,66,0,00-0032393
2016,10,Mark Ingram,NO,3.7241999999999997,11,50,0,00-0027966
2016,10,Wendell Smallwood,PHI,3.3874285714285723,13,70,0,00-0032782
2016,10,Ryan Mathews,PHI,3.645963302752294,19,109,2,00-0027864
2016,10,Rashad Jennings,NYG,3.087931034482759,15,87,0,00-0027155
2016,10,DeMarco Murray,TEN,2.649349593495935,17,123,1,00-0028009
2016,10,Lamar Miller,HOU,3.219156626506024,15,83,0,00-0029615
2016,10,Matt Forte,NYJ,3.2487755102040823,20,98,0,00-0026184
2016,10,Devonta Freeman,ATL,4.125306122448979,12,49,0,00-0031285
2016,10,David Johnson,ARI,5.032181818181819,19,55,1,00-0032187
2016,10,Rob Kelley,WAS,3.859175257731959,22,97,0,00-0032371
2016,10,Spencer Ware,KC,3.756721311475409,13,61,0,00-0030414
2016,10,Jordan Howard,CHI,2.9452999999999996,15,100,0,00-0032780
2016,10,Carlos Hyde,SF,13.72,13,14,0,00-0031045
2016,10,LeGarrette Blount,NE,5.368115942028985,21,69,3,00-0027325
2016,10,Ezekiel Elliott,DAL,3.198859649122807,21,114,2,00-0033045
2016,10,Melvin Gordon,LAC,5.620285714285715,24,70,0,00-0032144
2016,10,Peyton Barber,TB,4.164210526315789,12,38,0,00-0032741
2016,10,Jay Ajayi,MIA,4.707468354430381,19,79,0,00-0031590
2016,10,Doug Martin,TB,7.100000000000002,16,33,1,00-0029613
2016,10,Todd Gurley,LAR,4.32296875,21,64,0,00-0032241
2016,10,Chris Ivory,JAX,5.670000000000003,10,27,0,00-0027531
2016,10,Jeremy Hill,CIN,5.2667391304347815,15,46,1,00-0031301
2016,10,Jonathan Stewart,CAR,5.268717948717949,13,39,0,00-0026153
2016,11,Dwayne Washington,DET,31.636666666666674,13,6,0,00-0032450
2016,11,Jonathan Stewart,CAR,8.453225806451613,18,31,1,00-0026153
2016,11,Jordan Howard,CHI,4.4381818181818184,17,77,0,00-0032780
2016,11,Latavius Murray,LV,4.885151515151516,12,33,0,00-0030513
2016,11,LeGarrette Blount,NE,2.614032258064516,19,124,0,00-0027325
2016,11,Rob Kelley,WAS,3.2154744525547443,24,137,3,00-0032371
2016,11,Jay Ajayi,MIA,4.113246753246753,16,77,0,00-0031590
2016,11,Carlos Hyde,SF,3.608953488372093,19,86,0,00-0031045
2016,11,Frank Gore,IND,4.324199999999999,18,50,0,00-0023500
2016,11,DeMarco Murray,TEN,5.059714285714286,21,70,0,00-0028009
2016,11,Le'Veon Bell,PIT,3.937534246575342,28,146,1,00-0030496
2016,11,Mike Gillislee,BUF,4.216527777777779,14,72,0,00-0030433
2016,11,Ezekiel Elliott,DAL,4.3250515463917525,25,97,0,00-0033045
2016,11,Jeremy Hill,CIN,4.478225806451614,16,62,0,00-0031301
2016,11,Thomas Rawls,SEA,4.0987719298245615,14,57,0,00-0031897
2016,11,Wendell Smallwood,PHI,5.576458333333334,13,48,0,00-0032782
2016,11,Rashad Jennings,NYG,3.7181176470588246,21,85,1,00-0027155
2016,11,Chris Ivory,JAX,7.006923076923076,17,39,0,00-0027531
2016,11,Tim Hightower,NO,3.0857971014492755,12,69,0,00-0026289
2016,11,Doug Martin,TB,5.293174603174602,24,63,0,00-0029613
2016,11,David Johnson,ARI,3.3524271844660207,22,103,1,00-0032187
2016,11,Lamar Miller,HOU,4.062884615384616,24,104,1,00-0029615
2016,11,Jerick McKinnon,MIN,4.928863636363636,16,44,0,00-0031376
2016,11,Todd Gurley,LAR,4.543552631578948,20,76,1,00-0032241
2016,11,Spencer Ware,KC,3.3691304347826083,17,69,0,00-0030414
2016,12,Thomas Rawls,SEA,5.040526315789474,12,38,0,00-0031897
2016,12,Rashad Jennings,NYG,4.558909090909091,15,55,0,00-0027155
2016,12,Devontae Booker,DEN,4.683544303797469,24,79,0,00-0032972
2016,12,Jay Ajayi,MIA,7.526000000000001,18,45,1,00-0031590
2016,12,DeMarco Murray,TEN,6.034883720930233,17,43,0,00-0028009
